,criterion,max_depth,max_features,max_leaf_nodes,min_samples_leaf,min_samples_split,n_estimators,random_state,acc_train,acc_val,precision_macro_train,precision_macro_val,precision_micro_train,precision_micro_val,precision_weighted_train,precision_weighted_val,recall_macro_train,recall_macro_val,recall_micro_train,recall_micro_val,recall_weighted_train,recall_weighted_val,f1_macro_train,f1_macro_val,f1_micro_train,f1_micro_val,f1_weighted_train,f1_weighted_val
44,gini,5.0,sqrt,,4,2,100,23,0.7538461538461538,0.6511627906976745,0.7584617180205415,0.6702380952380952,0.7538461538461538,0.6511627906976745,0.7576779429720607,0.6717054263565891,0.7517812476313196,0.6547619047619048,0.7538461538461538,0.6511627906976745,0.7538461538461538,0.6511627906976745,0.7515860276694948,0.6442360728075014,0.7538461538461538,0.6511627906976745,0.7522421933336861,0.6430816198258059
45,gini,5.0,log2,10.0,2,2,250,23,0.7507692307692307,0.6744186046511628,0.7577713071535375,0.7032019704433498,0.7507692307692307,0.6744186046511628,0.756771010527208,0.7051208614961623,0.7482756006973394,0.6785714285714286,0.7507692307692307,0.6744186046511628,0.7507692307692307,0.6744186046511628,0.7476732260445322,0.6655555555555556,0.7507692307692307,0.6744186046511628,0.7484472272257069,0.6642894056847546
46,entropy,15.0,log2,,4,10,100,23,0.7630769230769231,0.6976744186046512,0.7629715194667475,0.7214285714285715,0.7630769230769231,0.6976744186046512,0.7632877302972743,0.7232558139534884,0.7631509133631471,0.7012987012987013,0.7630769230769231,0.6976744186046512,0.7630769230769231,0.6976744186046512,0.7629961454318158,0.6916712630998345,0.7630769230769231,0.6976744186046512,0.7631173118994767,0.690670737182365
47,gini,,log2,30.0,4,5,100,23,0.76,0.6744186046511628,0.7601916641314268,0.7032019704433498,0.76,0.6744186046511628,0.7601095223608153,0.7051208614961623,0.7593041764572122,0.6785714285714286,0.76,0.6744186046511628,0.76,0.6744186046511628,0.7594876660341556,0.6655555555555556,0.76,0.6744186046511628,0.7597950664136622,0.6642894056847546
48,entropy,,,30.0,4,2,50,23,0.7630769230769231,0.6511627906976745,0.7629094631483166,0.6702380952380952,0.7630769230769231,0.6511627906976745,0.7630464758171764,0.6717054263565891,0.7628098233911923,0.6547619047619048,0.7630769230769231,0.6511627906976745,0.7630769230769231,0.6511627906976745,0.7628524046434494,0.6442360728075014,0.7630769230769231,0.6511627906976745,0.7630544712335757,0.6430816198258059
49,entropy,,sqrt,,4,5,100,23,0.7661538461538462,0.6744186046511628,0.7661578187893978,0.7032019704433498,0.7661538461538462,0.6744186046511628,0.7661557156293999,0.7051208614961623,0.7656332903812628,0.6785714285714286,0.7661538461538462,0.6744186046511628,0.7661538461538462,0.6744186046511628,0.7657790927021696,0.6655555555555556,0.7661538461538462,0.6744186046511628,0.7660385373994841,0.6642894056847546
50,entropy,5.0,,,1,10,50,23,0.7630769230769231,0.6744186046511628,0.7658996299722479,0.7032019704433498,0.7630769230769231,0.6744186046511628,0.7653088308546219,0.7051208614961623,0.7614454635033729,0.6785714285714286,0.7630769230769231,0.6744186046511628,0.7630769230769231,0.6744186046511628,0.7615508485073702,0.6655555555555556,0.7630769230769231,0.6744186046511628,0.7620791050891386,0.6642894056847546
51,gini,5.0,0.5,,4,5,50,23,0.7630769230769231,0.6511627906976745,0.7646551724137931,0.6702380952380952,0.7630769230769231,0.6511627906976745,0.7642493368700265,0.6717054263565891,0.7617865534753279,0.6547619047619048,0.7630769230769231,0.6511627906976745,0.7630769230769231,0.6511627906976745,0.7619862850838398,0.6442360728075014,0.7630769230769231,0.6511627906976745,0.7624324551719193,0.6430816198258059
52,entropy,5.0,0.5,,1,5,10,23,0.7507692307692307,0.6511627906976745,0.7513454104449329,0.660633484162896,0.7507692307692307,0.6511627906976745,0.751921590120635,0.6616857834368095,0.7513454104449329,0.6536796536796536,0.7507692307692307,0.6511627906976745,0.7507692307692307,0.6511627906976745,0.7507692307692307,0.6481178396072014,0.7507692307692307,0.6511627906976745,0.7507692307692307,0.6473566018345831
53,entropy,,sqrt,30.0,2,10,250,23,0.7692307692307693,0.6511627906976745,0.7691650853889943,0.6702380952380952,0.7692307692307693,0.6511627906976745,0.7692044956940592,0.6717054263565891,0.7687978473432882,0.6547619047619048,0.7692307692307693,0.6511627906976745,0.7692307692307693,0.6511627906976745,0.7689157288990434,0.6442360728075014,0.7692307692307693,0.6511627906976745,0.7691520091478378,0.6430816198258059
54,entropy,,0.5,,2,2,10,23,0.76,0.627906976744186,0.7599598576081193,0.6333333333333333,0.76,0.627906976744186,0.7603211391350451,0.6341085271317829,0.7601569013870992,0.6298701298701299,0.76,0.627906976744186,0.76,0.627906976744186,0.7599431818181819,0.6260869565217391,0.76,0.627906976744186,0.7600454545454545,0.6254802831142569
55,entropy,15.0,0.7,10.0,2,5,50,23,0.7538461538461538,0.6511627906976745,0.7561764026783653,0.6702380952380952,0.7538461538461538,0.6511627906976745,0.7556648846420262,0.6717054263565891,0.7522928825892519,0.6547619047619048,0.7538461538461538,0.6511627906976745,0.7538461538461538,0.6511627906976745,0.7523809523809524,0.6442360728075014,0.7538461538461538,0.6511627906976745,0.7529084249084249,0.6430816198258059
56,gini,20.0,sqrt,10.0,4,2,10,23,0.7476923076923077,0.6744186046511628,0.7476456292245766,0.6898148148148149,0.7476923076923077,0.6744186046511628,0.7476703413545519,0.6912144702842377,0.7471575835670432,0.6774891774891775,0.7476923076923077,0.6744186046511628,0.7476923076923077,0.6744186046511628,0.7472879684418146,0.6699561403508771,0.7476923076923077,0.6744186046511628,0.7475678956152328,0.66906364749082
57,gini,20.0,0.7,10.0,4,5,10,23,0.7446153846153846,0.6744186046511628,0.7451868415068597,0.7032019704433498,0.7446153846153846,0.6744186046511628,0.7457582983983349,0.7051208614961623,0.7451868415068597,0.6785714285714286,0.7446153846153846,0.6744186046511628,0.7446153846153846,0.6744186046511628,0.7446153846153846,0.6655555555555556,0.7446153846153846,0.6744186046511628,0.7446153846153846,0.6642894056847546
58,gini,15.0,sqrt,10.0,1,2,10,23,0.7476923076923077,0.6976744186046512,0.7476456292245766,0.7214285714285715,0.7476923076923077,0.6976744186046512,0.7476703413545519,0.7232558139534884,0.7471575835670432,0.7012987012987013,0.7476923076923077,0.6976744186046512,0.7476923076923077,0.6976744186046512,0.7472879684418146,0.6916712630998345,0.7476923076923077,0.6976744186046512,0.7475678956152328,0.690670737182365
59,gini,5.0,0.5,,2,2,50,23,0.7630769230769231,0.627906976744186,0.7652347652347653,0.6400462962962963,0.7630769230769231,0.627906976744186,0.7647368016598786,0.6411498708010336,0.7616160084893504,0.6309523809523809,0.7630769230769231,0.627906976744186,0.7630769230769231,0.627906976744186,0.7617778370093956,0.6228070175438596,0.7630769230769231,0.627906976744186,0.7622649942847184,0.6217870257037944
60,gini,5.0,0.7,,1,5,100,23,0.7692307692307693,0.6511627906976745,0.7758067042606516,0.6702380952380952,0.7692307692307693,0.6511627906976745,0.7748035955272798,0.6717054263565891,0.7669218524975365,0.6547619047619048,0.7692307692307693,0.6511627906976745,0.7692307692307693,0.6511627906976745,0.7666771961060219,0.6442360728075014,0.7692307692307693,0.6511627906976745,0.767353141933161,0.6430816198258059
61,entropy,20.0,log2,10.0,1,5,100,23,0.7384615384615385,0.6976744186046512,0.7422542320236061,0.7214285714285715,0.7384615384615385,0.6976744186046512,0.7415849331597119,0.7232558139534884,0.7364700977791253,0.7012987012987013,0.7384615384615385,0.6976744186046512,0.7384615384615385,0.6976744186046512,0.7362138935306756,0.6916712630998345,0.7384615384615385,0.6976744186046512,0.7368881870099344,0.690670737182365
62,gini,20.0,0.5,,1,5,50,23,0.7692307692307693,0.627906976744186,0.7691650853889943,0.6400462962962963,0.7692307692307693,0.627906976744186,0.7692044956940592,0.6411498708010336,0.7687978473432882,0.6309523809523809,0.7692307692307693,0.627906976744186,0.7692307692307693,0.627906976744186,0.7689157288990434,0.6228070175438596,0.7692307692307693,0.627906976744186,0.7691520091478378,0.6217870257037944
63,entropy,,0.7,30.0,4,2,50,23,0.7630769230769231,0.6511627906976745,0.7629094631483166,0.6702380952380952,0.7630769230769231,0.6511627906976745,0.7630464758171764,0.6717054263565891,0.7628098233911923,0.6547619047619048,0.7630769230769231,0.6511627906976745,0.7630769230769231,0.6511627906976745,0.7628524046434494,0.6442360728075014,0.7630769230769231,0.6511627906976745,0.7630544712335757,0.6430816198258059
